,Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
8354,4374,Cox's Bazar,1948,7,32.4,25.0,969.0,91.0,3.298148148,6.5,3.724528302,41992,705183.0,374324.6,21.46,91.98,4,1948.07,1
8355,5856,Dhaka,2011,1,27.8,12.2,0.0,69.0,2.2,0.5,4.9,41923,540098.6,629248.4,23.78,90.39,9,2011.01,0
8356,1291,Bhola,2008,8,33.8,26.1,247.0,90.0,0.6,5.7,4.5,41951,567637.6,510271.8,22.7,90.66,5,2008.08,0
8357,6038,Dinajpur,1960,3,36.1,16.2,36.0,60.0,0.4,1.7,8.076,41863,365790.2,834718.0,25.63,88.66,37,1960.03,0
8358,19959,Tangail,2002,4,35.8,22.1,157.0,78.0,1.3,4.0,8.0,41909,491982.91,683166.0,24.15,89.55,10,2002.04,0
8359,10256,Khepupara,1997,9,33.5,25.5,666.0,88.0,1.4,5.6,4.7,41984,522893.1,430006.8,21.98,90.22,3,1997.09,1
8360,14802,Rajshahi,1991,7,35.3,25.7,286.0,88.0,2.3,6.2,5.0,41895,353944.9,693386.6,24.35,88.56,20,1991.07,1
8361,8503,Hatiya,2010,8,34.5,26.1,371.0,87.0,1.7,6.0,5.9,41963,616159.2,465295.1,22.29,91.13,4,2010.08,1
8362,20393,Teknaf,2001,6,33.0,25.1,1759.0,93.0,1.2,7.2,2.8,41998,734765.4,308914.1,20.87,92.26,4,2001.06,1
8363,11463,Kutubdia,1995,4,35.2,24.3,12.0,78.0,1.9,1.6,8.3,41989,690250.3,414997.4,21.83,91.84,6,1995.04,0
8364,10336,Khepupara,2004,5,36.0,26.6,103.0,80.0,1.8,3.8,6.5,41984,522893.1,430006.8,21.98,90.22,3,2004.05,0
8365,20459,Teknaf,2006,12,29.7,16.2,0.0,72.0,0.6,3.1,8.2,41998,734765.4,308914.1,20.87,92.26,4,2006.12,0
8366,18477,Srimangal,1963,10,34.2,21.7,398.0,87.0,0.6,3.6,6.714285714,41915,675761.6,687095.9,24.29,91.73,23,1963.1,0
8367,14539,Rajshahi,1969,8,32.8,26.1,591.0,86.0,1.3,5.8,5.111428571,41895,353944.9,693386.6,24.35,88.56,20,1969.08,1
8368,3781,Comilla,1965,2,31.1,13.6,0.0,70.0,0.4,1.4,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1965.02,0
8369,12732,Maijdee Court,2001,1,29.3,12.8,0.0,76.0,0.6,0.2,9.0,41953,610851.8,524433.6,22.83,91.08,6,2001.01,0
8370,1462,Bogra,1956,11,30.7,18.1,23.0,75.0,0.631481481,1.8,8.194339623,41883,435303.7,751187.5,24.88,89.36,20,1956.11,0
8371,13541,Mymensingh,1977,6,32.2,25.3,794.0,89.0,3.9,6.3,4.02,41886,540975.3,737535.8,24.75,90.41,19,1977.06,1
8372,19183,Sylhet,1964,8,34.8,25.4,538.0,86.0,1.5,6.8,5.7,41891,694533.2,752277.9,24.88,91.93,35,1964.08,1
8373,524,Barisal,1992,9,34.8,25.4,210.0,88.0,0.8,4.7,5.5,41950,536809.8,510151.9,22.7,90.36,4,1992.09,0
8374,16139,Rangpur,1985,12,27.7,12.6,21.0,82.0,0.5,0.8,7.1,41859,426172.9,844822.3,25.72,89.26,34,1985.12,0
8375,8903,Ishurdi,1990,12,28.9,11.8,0.0,75.0,0.4,1.1,7.6,41907,402483.2,667640.8,24.12,89.04,14,1990.12,0
8376,9472,Jessore,1972,5,37.5,26.1,22.0,70.0,4.1,2.9,7.9,41936,420062.7,562498.8,23.17,89.22,7,1972.05,0
8377,15203,Rangamati,1967,12,30.0,17.0,0.0,79.0,0.8,2.3,7.448148148,41966,725903.3,508021.9,22.67,92.2,63,1967.12,0
8378,3065,Chittagong (IAP-Patenga),1971,6,33.4,24.9,853.0,84.0,4.2,6.9,4.2,41978,684570.9,471415.0,22.34,91.79,6,1971.06,1
8379,14239,Patuakhali,1994,8,32.5,25.8,701.0,91.0,1.6,6.8,3.0,41960,534986.1,472575.7,22.36,90.34,3,1994.08,1
8380,11748,Madaripur,1982,1,31.0,11.8,0.0,64.0,0.3,0.7,6.0,41939,518762.7,561770.3,23.17,90.18,5,1982.01,0
8381,14833,Rajshahi,1994,2,31.8,12.6,36.0,72.0,0.8,1.3,7.5,41895,353944.9,693386.6,24.35,88.56,20,1994.02,0
8382,12135,Maijdee Court,1951,4,32.8,23.5,106.0,77.80645161,1.751851852,3.1,7.803448276,41953,610851.8,524433.6,22.83,91.08,6,1951.04,0
8383,15231,Rangamati,1970,4,37.6,24.2,38.0,73.0,2.2,3.0,7.9,41966,725903.3,508021.9,22.67,92.2,63,1970.04,0
8384,286,Barisal,1972,11,32.6,18.4,0.0,78.0,0.3,2.3,9.6,41950,536809.8,510151.9,22.7,90.36,4,1972.11,0
8385,20207,Teknaf,1985,12,29.5,17.4,0.0,68.0,0.5,0.9,9.0,41998,734765.4,308914.1,20.87,92.26,4,1985.12,0
8386,20155,Teknaf,1981,8,31.4,25.1,845.0,86.0,2.6,6.5,4.6,41998,734765.4,308914.1,20.87,92.26,4,1981.08,1
8387,18574,Srimangal,1971,11,32.2,14.0,99.0,84.0,0.5,2.2,7.885714286,41915,675761.6,687095.9,24.29,91.73,23,1971.11,0
8388,12903,Mongla,1990,4,35.2,24.6,59.13043478,79.0,2.5,3.195652174,8.676923077,41958,452007.3,499110.5,22.43,89.66,4,1990.04,0
8389,20124,Teknaf,1979,1,31.7,14.9,0.0,58.0,2.7,1.0,9.4,41998,734765.4,308914.1,20.87,92.26,4,1979.01,0
8390,14222,Patuakhali,1993,3,34.1,19.6,143.0,76.0,0.8,1.9,7.8,41960,534986.1,472575.7,22.36,90.34,3,1993.03,0
8391,5815,Dhaka,2007,8,35.9,26.4,505.0,81.0,0.9,6.1,4.9,41923,540098.6,629248.4,23.78,90.39,9,2007.08,0
8392,15626,Rangamati,2003,3,35.5,17.7,36.0,67.0,0.6,2.0,8.0,41966,725903.3,508021.9,22.67,92.2,63,2003.03,0
8393,3117,Chittagong (IAP-Patenga),1975,10,32.9,24.6,231.0,85.0,1.7,4.7,7.2,41978,684570.9,471415.0,22.34,91.79,6,1975.1,0
8394,3857,Comilla,1971,6,34.3,25.1,219.0,86.0,2.3,4.6,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1971.06,0
8395,19293,Sylhet,1973,10,31.6,22.5,198.0,83.0,0.9,4.0,8.3,41891,694533.2,752277.9,24.88,91.93,35,1973.1,0
8396,19234,Sylhet,1968,11,30.6,17.8,19.0,78.0,1.0,2.6,8.6,41891,694533.2,752277.9,24.88,91.93,35,1968.11,0
8397,12007,Madaripur,2003,8,35.5,27.1,191.0,84.0,0.9,4.9,5.7,41939,518762.7,561770.3,23.17,90.18,5,2003.08,0
8398,10970,Khulna,1991,3,37.4,21.5,36.0,73.0,1.0,1.7,8.4,41947,456632.4,521635.7,22.8,89.58,4,1991.03,0
8399,582,Barisal,1997,7,33.7,25.4,406.0,91.0,1.6,6.9,3.1,41950,536809.8,510151.9,22.7,90.36,4,1997.07,1
8400,12547,Maijdee Court,1985,8,33.4,25.3,780.0,86.0,2.0,5.7,4.6,41953,610851.8,524433.6,22.83,91.08,6,1985.08,1
8401,1663,Bogra,1973,8,33.9,26.3,194.0,85.0,1.0,4.9,5.9,41883,435303.7,751187.5,24.88,89.36,20,1973.08,0
8402,6729,Faridpur,1951,10,32.9,24.3,180.0,87.0,0.862962963,4.8,6.906896552,41929,483877.3,610719.3,23.61,89.84,9,1951.1,0
8403,16040,Rangpur,1977,9,32.2,25.2,101.0,86.0,0.5,4.2,5.2,41859,426172.9,844822.3,25.72,89.26,34,1977.09,0
8404,1814,Bogra,1986,3,39.5,18.5,0.0,53.0,1.1,0.8,9.6,41883,435303.7,751187.5,24.88,89.36,20,1986.03,0
8405,16551,Sandwip,1972,4,32.6,24.9,45.0,86.0,2.9,3.2,8.051851852,41964,650012.1,488627.9,22.5,91.46,6,1972.04,0
8406,5463,Dhaka,1978,4,37.2,21.9,194.0,73.0,1.6,3.3,7.9,41923,540098.6,629248.4,23.78,90.39,9,1978.04,0
8407,18623,Srimangal,1975,12,27.7,9.1,0.0,84.0,0.0,0.0,7.164285714,41915,675761.6,687095.9,24.29,91.73,23,1975.12,0
8408,2888,Chittagong (IAP-Patenga),1956,9,32.6,24.7,513.0,87.0,2.955555556,6.3,5.824528302,41978,684570.9,471415.0,22.34,91.79,6,1956.09,1
8409,12185,Maijdee Court,1955,6,32.8,25.8,643.0,87.0,1.998148148,5.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1955.06,1
8410,3838,Comilla,1969,11,36.7,21.0,27.0,75.0,0.0,1.1,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1969.11,0
8411,4252,Comilla,2004,5,37.2,25.1,186.0,78.0,2.1,4.1,8.0,41933,621445.2,596963.4,23.48,91.19,10,2004.05,0
8412,12003,Madaripur,2003,4,36.0,24.6,84.0,80.0,1.0,3.1,6.7,41939,518762.7,561770.3,23.17,90.18,5,2003.04,0
8413,11638,Kutubdia,2009,11,33.7,21.2,31.0,75.0,1.5,2.3,7.8,41989,690250.3,414997.4,21.83,91.84,6,2009.11,0
8414,14117,Patuakhali,1984,6,35.6,25.4,669.0,88.0,3.7,6.4,3.14137931,41960,534986.1,472575.7,22.36,90.34,3,1984.06,1
8415,10751,Khulna,1972,12,28.0,14.3,1.0,75.0,0.6,0.9,7.453333333,41947,456632.4,521635.7,22.8,89.58,4,1972.12,0
8416,3288,Chittagong (IAP-Patenga),1990,1,28.4,14.5,0.0,77.0,1.0,1.4,7.7,41978,684570.9,471415.0,22.34,91.79,6,1990.01,0
8417,19606,Sylhet,1999,11,33.5,19.3,0.0,78.0,1.1,1.6,9.4,41891,694533.2,752277.9,24.88,91.93,35,1999.11,0
8418,4400,Cox's Bazar,1950,9,34.2,24.9,440.0,84.0,2.190740741,3.2,5.873584906,41992,705183.0,374324.6,21.46,91.98,4,1950.09,1
8419,19690,Sylhet,2006,11,33.4,19.6,12.0,77.0,1.0,3.3,6.6,41891,694533.2,752277.9,24.88,91.93,35,2006.11,0
8420,7559,Feni,1979,12,29.8,15.9,16.0,75.0,0.1,1.0,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1979.12,0
8421,7322,Faridpur,2001,3,36.5,19.2,21.0,64.0,1.0,1.7,8.1,41929,483877.3,610719.3,23.61,89.84,9,2001.03,0
8422,18516,Srimangal,1967,1,29.9,9.9,46.0,86.0,0.1,1.2,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1967.01,0
8423,1712,Bogra,1977,9,36.2,25.9,169.0,86.0,1.0,4.3,7.5,41883,435303.7,751187.5,24.88,89.36,20,1977.09,0
8424,7217,Faridpur,1992,6,36.1,24.8,238.0,83.0,1.9,5.0,5.1,41929,483877.3,610719.3,23.61,89.84,9,1992.06,0
8425,15057,Rajshahi,2012,10,36.0,21.9,102.0,81.0,1.6,2.3,7.7,41895,353944.9,693386.6,24.35,88.56,20,2012.1,1
8426,428,Barisal,1984,9,34.0,25.1,224.0,88.0,0.8,5.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1984.09,1
8427,2988,Chittagong (IAP-Patenga),1965,1,29.0,14.1,0.0,72.0,1.1,1.2,9.1,41978,684570.9,471415.0,22.34,91.79,6,1965.01,0
8428,13071,Mongla,2004,4,36.0,24.9,95.0,81.0,2.3,3.7,8.3,41958,452007.3,499110.5,22.43,89.66,4,2004.04,0
8429,1724,Bogra,1978,9,34.4,25.4,161.0,86.0,1.1,5.3,5.7,41883,435303.7,751187.5,24.88,89.36,20,1978.09,0
8430,18731,Srimangal,1984,12,33.5,11.0,1.0,76.0,0.1,0.0,7.164285714,41915,675761.6,687095.9,24.29,91.73,23,1984.12,0
8431,326,Barisal,1976,3,35.6,21.5,2.0,78.0,1.3,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1976.03,0
8432,5855,Dhaka,2010,12,29.7,15.5,81.0,66.0,2.2,1.6,6.2,41923,540098.6,629248.4,23.78,90.39,9,2010.12,0
8433,12859,Maijdee Court,2011,8,35.4,26.1,691.0,89.0,3.6,6.6,3.8,41953,610851.8,524433.6,22.83,91.08,6,2011.08,1
8434,7048,Faridpur,1978,5,36.5,23.3,205.0,82.0,0.8,4.7,7.020689655,41929,483877.3,610719.3,23.61,89.84,9,1978.05,0
8435,8200,Hatiya,1985,5,37.6,23.1,319.0,79.0,2.6,4.3,4.5,41963,616159.2,465295.1,22.29,91.13,4,1985.05,0
8436,1382,Bogra,1950,3,34.2,18.2,36.0,60.0,1.340740741,2.1,8.573584906,41883,435303.7,751187.5,24.88,89.36,20,1950.03,0
8437,15060,Rajshahi,2013,1,27.0,9.3,0.0,79.0,1.7,0.7,5.3,41895,353944.9,693386.6,24.35,88.56,20,2013.01,0
8438,15020,Rajshahi,2009,9,35.7,25.9,282.0,85.0,2.0,4.8,6.3,41895,353944.9,693386.6,24.35,88.56,20,2009.09,1
8439,9003,Ishurdi,1999,4,40.5,25.8,2.0,68.0,2.0,2.3,8.5,41907,402483.2,667640.8,24.12,89.04,14,1999.04,0
8440,10182,Khepupara,1991,7,32.8,26.5,569.0,85.0,4.5,6.3,3.5,41984,522893.1,430006.8,21.98,90.22,3,1991.07,1
8441,17227,Satkhira,1962,8,33.4,25.8,327.0,88.0,0.2,6.2,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1962.08,1
8442,18368,Srimangal,1954,9,34.4,24.6,269.0,88.0,0.607407407,5.4,5.028571429,41915,675761.6,687095.9,24.29,91.73,23,1954.09,0
8443,13236,Mymensingh,1952,1,27.2,10.0,0.0,74.0,0.594444444,0.4,6.134285714,41886,540975.3,737535.8,24.75,90.41,19,1952.01,0
8444,7599,Feni,1983,4,33.6,22.4,99.0,79.0,2.5,4.7,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1983.04,0
8445,12595,Maijdee Court,1989,8,33.5,25.8,162.0,83.0,1.5,5.6,6.5,41953,610851.8,524433.6,22.83,91.08,6,1989.08,0
8446,6603,Dinajpur,2007,4,35.7,22.1,33.0,75.0,0.9,3.4,6.6,41863,365790.2,834718.0,25.63,88.66,37,2007.04,0
8447,9080,Ishurdi,2005,9,36.0,26.1,137.0,85.0,0.9,5.4,5.4,41907,402483.2,667640.8,24.12,89.04,14,2005.09,0
8448,15657,Rangamati,2005,10,34.5,23.7,125.0,85.0,0.6,4.8,6.9,41966,725903.3,508021.9,22.67,92.2,63,2005.1,0
8449,5427,Dhaka,1975,4,37.6,23.8,98.0,71.0,2.7,3.1,10.2,41923,540098.6,629248.4,23.78,90.39,9,1975.04,0
8450,443,Barisal,1985,12,30.0,13.4,0.0,84.0,0.2,0.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1985.12,0
8451,18056,Sitakunda,1994,9,34.5,25.1,232.0,81.0,0.6,4.3,6.7,41965,668856.2,504500.3,22.64,91.64,4,1994.09,0
8452,4206,Comilla,2000,7,35.1,25.8,182.0,85.0,1.8,6.0,6.2,41933,621445.2,596963.4,23.48,91.19,10,2000.07,0
8453,17048,Sandwip,2013,9,35.6,25.5,573.0,88.0,1.3,5.3,4.1,41964,650012.1,488627.9,22.5,91.46,6,2013.09,1
8454,8223,Hatiya,1987,4,35.2,24.1,238.0,79.0,3.2,4.4,7.2,41963,616159.2,465295.1,22.29,91.13,4,1987.04,0
8455,3782,Comilla,1965,3,35.0,17.9,14.0,72.0,0.9,2.2,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1965.03,0
8456,1063,Bhola,1989,8,32.7,25.9,180.0,88.0,0.9,5.9,4.3,41951,567637.6,510271.8,22.7,90.66,5,1989.08,0
8457,9484,Jessore,1973,5,35.8,23.9,263.0,80.0,2.9,4.9,5.9,41936,420062.7,562498.8,23.17,89.22,7,1973.05,0
8458,9573,Jessore,1980,10,33.5,22.7,119.0,78.0,1.5,3.3,7.0,41936,420062.7,562498.8,23.17,89.22,7,1980.1,0
8459,6707,Faridpur,1949,12,26.4,10.7,0.0,81.0,0.657407407,0.2,7.234482759,41929,483877.3,610719.3,23.61,89.84,9,1949.12,0
8460,8273,Hatiya,1991,6,32.4,25.8,781.0,91.0,3.2,6.5,2.9,41963,616159.2,465295.1,22.29,91.13,4,1991.06,1
8461,6005,Dinajpur,1957,6,37.2,23.9,240.0,77.0,1.024074074,4.9,5.228,41863,365790.2,834718.0,25.63,88.66,37,1957.06,1
8462,2842,Chittagong (IAP-Patenga),1952,11,33.3,19.5,152.0,80.0,1.325925926,2.6,7.91509434,41978,684570.9,471415.0,22.34,91.79,6,1952.11,0
8463,9898,Jessore,2007,11,32.6,18.9,113.0,83.0,0.3,1.2,6.3,41936,420062.7,562498.8,23.17,89.22,7,2007.11,1
8464,12478,Maijdee Court,1979,11,33.2,22.1,60.0,72.0,0.6,2.1,7.6,41953,610851.8,524433.6,22.83,91.08,6,1979.11,0
8465,4680,Cox's Bazar,1974,1,27.8,14.1,3.0,72.0,1.4,0.5,10.2,41992,705183.0,374324.6,21.46,91.98,4,1974.01,0
8466,20354,Teknaf,1998,3,35.2,20.2,13.0,66.0,1.1,1.9,9.1,41998,734765.4,308914.1,20.87,92.26,4,1998.03,0
8467,3891,Comilla,1974,4,34.4,22.9,234.0,76.0,3.0,3.4,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1974.04,0
8468,10158,Khepupara,1989,7,32.0,25.9,581.0,87.0,3.0,6.4,4.0,41984,522893.1,430006.8,21.98,90.22,3,1989.07,1
8469,10398,Khepupara,2009,7,33.5,26.1,758.0,89.0,3.1,6.6,3.4,41984,522893.1,430006.8,21.98,90.22,3,2009.07,1
8470,15949,Rangpur,1970,2,28.7,12.0,6.0,83.0,0.5,1.4,7.614285714,41859,426172.9,844822.3,25.72,89.26,34,1970.02,0
8471,17220,Satkhira,1962,1,29.3,9.7,9.0,73.0,0.0,0.6,7.14,41946,404211.7,508367.2,22.68,89.07,6,1962.01,0
8472,15601,Rangamati,2001,2,32.6,15.1,8.0,68.0,0.4,1.0,8.9,41966,725903.3,508021.9,22.67,92.2,63,2001.02,0
8473,18461,Srimangal,1962,6,34.5,24.5,678.0,85.0,0.8,5.0,4.346428571,41915,675761.6,687095.9,24.29,91.73,23,1962.06,1
8474,19399,Sylhet,1982,8,34.9,25.4,661.0,85.0,1.3,6.5,6.2,41891,694533.2,752277.9,24.88,91.93,35,1982.08,1
8475,17713,Satkhira,2003,2,32.5,17.0,0.0,75.0,0.4,1.3,8.2,41946,404211.7,508367.2,22.68,89.07,6,2003.02,0
8476,11988,Madaripur,2002,1,28.5,13.9,8.0,80.0,0.4,1.6,6.0,41939,518762.7,561770.3,23.17,90.18,5,2002.01,0
8477,6943,Faridpur,1969,8,32.8,25.7,407.0,89.0,1.3,6.1,4.95862069,41929,483877.3,610719.3,23.61,89.84,9,1969.08,1
8478,6494,Dinajpur,1998,3,32.6,16.3,24.0,72.0,0.7,2.1,7.7,41863,365790.2,834718.0,25.63,88.66,37,1998.03,0
8479,12582,Maijdee Court,1988,7,34.2,25.5,519.0,87.0,1.6,6.0,3.4,41953,610851.8,524433.6,22.83,91.08,6,1988.07,1
8480,9726,Jessore,1993,7,35.5,26.2,327.0,87.0,2.4,5.8,3.4,41936,420062.7,562498.8,23.17,89.22,7,1993.07,0
8481,14746,Rajshahi,1986,11,31.5,18.1,27.0,81.0,1.4,1.9,7.6,41895,353944.9,693386.6,24.35,88.56,20,1986.11,0
8482,12233,Maijdee Court,1959,6,33.7,25.7,613.0,88.0,1.998148148,6.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1959.06,1
8483,17543,Satkhira,1988,12,29.5,15.6,0.0,71.0,1.8,1.8,7.7,41946,404211.7,508367.2,22.68,89.07,6,1988.12,0
8484,15041,Rajshahi,2011,6,37.5,25.8,341.0,85.0,2.5,5.3,5.1,41895,353944.9,693386.6,24.35,88.56,20,2011.06,1
8485,14030,Patuakhali,1977,3,33.5,21.1,0.0,74.0,2.6,3.2,7.606896552,41960,534986.1,472575.7,22.36,90.34,3,1977.03,0
8486,15681,Rangamati,2007,10,34.8,22.5,351.0,86.0,0.5,4.6,5.8,41966,725903.3,508021.9,22.67,92.2,63,2007.1,0
8487,7345,Faridpur,2003,2,32.0,15.9,113.0,75.0,0.7,1.5,7.7,41929,483877.3,610719.3,23.61,89.84,9,2003.02,0
8488,4735,Cox's Bazar,1978,8,32.1,25.0,571.0,88.0,1.9,6.7,5.3,41992,705183.0,374324.6,21.46,91.98,4,1978.08,1
8489,2225,Chandpur,1970,6,34.4,25.9,387.0,87.0,1.6,3.7,3.637837838,41941,568556.9,571945.8,23.26,90.67,7,1970.06,1
8490,7623,Feni,1985,4,35.1,24.5,133.0,80.0,2.0,5.1,6.5,41943,640285.9,544954.5,23.01,91.37,8,1985.04,0
8491,13112,Mongla,2007,9,34.4,26.1,355.0,90.0,1.4,5.9,3.5,41958,452007.3,499110.5,22.43,89.66,4,2007.09,1
8492,14753,Rajshahi,1987,6,40.1,25.9,228.0,82.0,2.5,5.5,5.5,41895,353944.9,693386.6,24.35,88.56,20,1987.06,0
8493,7264,Faridpur,1996,5,38.6,25.2,283.0,80.0,3.0,2.9,8.1,41929,483877.3,610719.3,23.61,89.84,9,1996.05,0
8494,12654,Maijdee Court,1994,7,32.5,26.1,397.0,85.0,2.7,6.3,4.7,41953,610851.8,524433.6,22.83,91.08,6,1994.07,1
8495,1192,Bhola,2000,5,36.2,24.8,279.0,85.0,0.9,5.1,4.1,41951,567637.6,510271.8,22.7,90.66,5,2000.05,0
8496,194,Barisal,1965,3,33.3,20.2,34.0,74.0,0.5,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1965.03,0
8497,7279,Faridpur,1997,8,35.7,26.1,294.0,86.0,2.0,5.8,4.6,41929,483877.3,610719.3,23.61,89.84,9,1997.08,0
8498,12745,Maijdee Court,2002,2,32.2,16.0,0.0,73.0,0.3,0.6,9.9,41953,610851.8,524433.6,22.83,91.08,6,2002.02,0
8499,14369,Patuakhali,2005,6,36.5,26.9,220.0,88.0,0.7,5.9,4.2,41960,534986.1,472575.7,22.36,90.34,3,2005.06,0
8500,19683,Sylhet,2006,4,35.7,21.5,353.0,74.0,1.8,4.6,6.8,41891,694533.2,752277.9,24.88,91.93,35,2006.04,0
8501,2384,Chandpur,1983,9,34.1,26.3,332.0,88.0,0.4,4.7,4.4,41941,568556.9,571945.8,23.26,90.67,7,1983.09,1
8502,13365,Mymensingh,1962,10,33.8,22.6,103.0,82.0,0.4,3.6,6.52,41886,540975.3,737535.8,24.75,90.41,19,1962.1,0
8503,14732,Rajshahi,1985,9,34.0,25.4,233.0,87.0,1.8,5.6,5.2,41895,353944.9,693386.6,24.35,88.56,20,1985.09,1
8504,11977,Madaripur,2001,2,31.8,15.6,51.0,76.0,0.2,1.1,7.5,41939,518762.7,561770.3,23.17,90.18,5,2001.02,0
8505,7686,Feni,1990,7,33.1,25.2,972.0,87.0,1.8,7.0,3.9,41943,640285.9,544954.5,23.01,91.37,8,1990.07,1
8506,10137,Khepupara,1987,10,34.5,24.3,120.0,90.0,0.4,2.3,5.969230769,41984,522893.1,430006.8,21.98,90.22,3,1987.1,0
8507,3215,Chittagong (IAP-Patenga),1983,12,29.0,14.9,52.0,73.0,1.0,1.7,9.1,41978,684570.9,471415.0,22.34,91.79,6,1983.12,0
8508,9692,Jessore,1990,9,35.5,25.6,196.0,88.0,2.3,6.2,4.7,41936,420062.7,562498.8,23.17,89.22,7,1990.09,0
8509,4738,Cox's Bazar,1978,11,32.8,20.6,0.0,73.0,0.9,1.2,10.3,41992,705183.0,374324.6,21.46,91.98,4,1978.11,0
8510,19037,Srimangal,2010,6,35.0,24.7,440.0,86.0,3.0,6.9,2.9,41915,675761.6,687095.9,24.29,91.73,23,2010.06,0
8511,10341,Khepupara,2004,10,34.5,23.3,221.0,86.0,0.5,2.9,6.2,41984,522893.1,430006.8,21.98,90.22,3,2004.1,0
8512,4715,Cox's Bazar,1976,12,28.3,15.6,0.0,74.0,1.6,1.6,9.5,41992,705183.0,374324.6,21.46,91.98,4,1976.12,0
8513,12596,Maijdee Court,1989,9,33.0,25.9,547.0,87.0,0.8,5.5,4.2,41953,610851.8,524433.6,22.83,91.08,6,1989.09,1
8514,10172,Khepupara,1990,9,32.4,26.0,503.0,86.0,1.6,5.7,4.5,41984,522893.1,430006.8,21.98,90.22,3,1990.09,1
8515,20182,Teknaf,1983,11,33.0,22.4,208.0,76.0,0.7,2.1,6.8,41998,734765.4,308914.1,20.87,92.26,4,1983.11,0
8516,12678,Maijdee Court,1996,7,33.5,26.0,590.0,89.0,1.7,6.1,3.4,41953,610851.8,524433.6,22.83,91.08,6,1996.07,1
8517,13346,Mymensingh,1961,3,36.0,20.4,0.0,73.0,0.8,3.2,7.177142857,41886,540975.3,737535.8,24.75,90.41,19,1961.03,0
8518,17026,Sandwip,2011,11,32.3,18.4,0.0,82.0,1.0,0.6,6.1,41964,650012.1,488627.9,22.5,91.46,6,2011.11,0
8519,20543,Teknaf,2013,12,29.9,16.5,0.0,72.0,3.0,0.9,8.1,41998,734765.4,308914.1,20.87,92.26,4,2013.12,0
8520,19398,Sylhet,1982,7,34.4,24.9,807.0,88.0,1.1,6.9,3.5,41891,694533.2,752277.9,24.88,91.93,35,1982.07,1
8521,2946,Chittagong (IAP-Patenga),1961,7,33.3,25.1,1171.0,91.0,5.0,7.2,4.5,41978,684570.9,471415.0,22.34,91.79,6,1961.07,1
8522,18115,Sitakunda,1999,8,34.4,25.2,581.0,90.0,1.6,6.6,2.1,41965,668856.2,504500.3,22.64,91.64,4,1999.08,1
8523,10930,Khulna,1987,11,32.6,20.1,48.0,80.0,0.6,3.1,6.9,41947,456632.4,521635.7,22.8,89.58,4,1987.11,0
8524,11614,Kutubdia,2007,11,32.2,22.0,162.0,83.0,0.9,2.9,7.4,41989,690250.3,414997.4,21.83,91.84,6,2007.11,0
8525,10811,Khulna,1977,12,30.1,15.2,11.0,75.0,0.4,0.8,7.453333333,41947,456632.4,521635.7,22.8,89.58,4,1977.12,0
8526,15232,Rangamati,1970,5,37.4,25.9,111.0,79.0,2.3,4.9,6.322222222,41966,725903.3,508021.9,22.67,92.2,63,1970.05,0
8527,3173,Chittagong (IAP-Patenga),1980,6,33.0,24.9,417.0,82.0,6.1,6.4,3.6,41978,684570.9,471415.0,22.34,91.79,6,1980.06,1
8528,16772,Sandwip,1990,9,32.1,25.3,412.0,86.0,1.3,5.0,5.5,41964,650012.1,488627.9,22.5,91.46,6,1990.09,1
8529,7242,Faridpur,1994,7,33.7,26.1,246.0,84.0,1.9,5.7,5.1,41929,483877.3,610719.3,23.61,89.84,9,1994.07,0
8530,5321,Dhaka,1966,6,35.6,25.9,270.0,84.0,3.6,7.0,3.8,41923,540098.6,629248.4,23.78,90.39,9,1966.06,0
8531,3557,Chittagong (IAP-Patenga),2012,6,34.8,25.5,1337.0,87.0,7.3,6.0,4.0,41978,684570.9,471415.0,22.34,91.79,6,2012.06,1
8532,2837,Chittagong (IAP-Patenga),1952,6,33.6,25.4,687.0,84.0,4.477777778,5.8,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1952.06,1
8533,11956,Madaripur,1999,5,34.4,25.3,236.0,84.0,1.0,4.6,5.1,41939,518762.7,561770.3,23.17,90.18,5,1999.05,0
8534,16574,Sandwip,1974,3,30.7,21.4,207.0,84.0,1.9,2.5,8.0,41964,650012.1,488627.9,22.5,91.46,6,1974.03,0
